loc,length,bug type,approach
826,13,TOD,code snippet injection
802,18,TOD,code snippet injection
773,13,TOD,code snippet injection
747,18,TOD,code snippet injection
727,13,TOD,code snippet injection
640,18,TOD,code snippet injection
616,13,TOD,code snippet injection
577,18,TOD,code snippet injection
545,13,TOD,code snippet injection
510,18,TOD,code snippet injection
474,13,TOD,code snippet injection
437,18,TOD,code snippet injection
402,18,TOD,code snippet injection
371,13,TOD,code snippet injection
341,18,TOD,code snippet injection
321,13,TOD,code snippet injection
290,18,TOD,code snippet injection
270,13,TOD,code snippet injection
697,18,TOD,code snippet injection
683,13,TOD,code snippet injection
664,18,TOD,code snippet injection
249,13,TOD,code snippet injection
234,13,TOD,code snippet injection
214,18,TOD,code snippet injection
