loc,length,bug type,approach
387,13,TOD,code snippet injection
368,18,TOD,code snippet injection
354,13,TOD,code snippet injection
593,18,TOD,code snippet injection
573,13,TOD,code snippet injection
549,18,TOD,code snippet injection
530,13,TOD,code snippet injection
502,18,TOD,code snippet injection
474,13,TOD,code snippet injection
425,18,TOD,code snippet injection
56,13,TOD,code snippet injection
37,18,TOD,code snippet injection
15,18,TOD,code snippet injection
290,13,TOD,code snippet injection
268,18,TOD,code snippet injection
251,13,TOD,code snippet injection
229,18,TOD,code snippet injection
212,13,TOD,code snippet injection
190,18,TOD,code snippet injection
