loc,length,bug type,approach
604,13,TOD,code snippet injection
309,18,TOD,code snippet injection
295,13,TOD,code snippet injection
81,18,TOD,code snippet injection
8,13,TOD,code snippet injection
746,18,TOD,code snippet injection
725,13,TOD,code snippet injection
699,18,TOD,code snippet injection
678,13,TOD,code snippet injection
650,18,TOD,code snippet injection
580,13,TOD,code snippet injection
558,18,TOD,code snippet injection
536,18,TOD,code snippet injection
449,13,TOD,code snippet injection
408,18,TOD,code snippet injection
358,13,TOD,code snippet injection
335,18,TOD,code snippet injection
275,13,TOD,code snippet injection
253,18,TOD,code snippet injection
236,13,TOD,code snippet injection
214,18,TOD,code snippet injection
195,13,TOD,code snippet injection
176,13,TOD,code snippet injection
152,18,TOD,code snippet injection
132,13,TOD,code snippet injection
108,18,TOD,code snippet injection
28,13,TOD,code snippet injection
497,18,TOD,code snippet injection
66,13,TOD,code snippet injection
47,18,TOD,code snippet injection
