loc,length,bug type,approach
215,13,TOD,code snippet injection
135,18,TOD,code snippet injection
121,13,TOD,code snippet injection
655,18,TOD,code snippet injection
634,13,TOD,code snippet injection
608,18,TOD,code snippet injection
582,13,TOD,code snippet injection
555,18,TOD,code snippet injection
524,13,TOD,code snippet injection
491,18,TOD,code snippet injection
465,13,TOD,code snippet injection
439,18,TOD,code snippet injection
413,18,TOD,code snippet injection
279,13,TOD,code snippet injection
255,18,TOD,code snippet injection
233,13,TOD,code snippet injection
159,18,TOD,code snippet injection
107,13,TOD,code snippet injection
88,18,TOD,code snippet injection
74,13,TOD,code snippet injection
55,18,TOD,code snippet injection
41,13,TOD,code snippet injection
27,13,TOD,code snippet injection
380,18,TOD,code snippet injection
366,13,TOD,code snippet injection
345,18,TOD,code snippet injection
331,13,TOD,code snippet injection
312,18,TOD,code snippet injection
298,13,TOD,code snippet injection
195,18,TOD,code snippet injection
181,13,TOD,code snippet injection
