loc,length,bug type,approach
192,13,TOD,code snippet injection
173,18,TOD,code snippet injection
159,13,TOD,code snippet injection
140,18,TOD,code snippet injection
126,13,TOD,code snippet injection
107,18,TOD,code snippet injection
93,13,TOD,code snippet injection
507,18,TOD,code snippet injection
487,13,TOD,code snippet injection
464,18,TOD,code snippet injection
446,13,TOD,code snippet injection
423,18,TOD,code snippet injection
394,18,TOD,code snippet injection
347,13,TOD,code snippet injection
289,18,TOD,code snippet injection
260,13,TOD,code snippet injection
229,18,TOD,code snippet injection
211,13,TOD,code snippet injection
72,18,TOD,code snippet injection
49,13,TOD,code snippet injection
11,18,TOD,code snippet injection
