loc,length,bug type,approach
854,13,TOD,code snippet injection
835,18,TOD,code snippet injection
821,13,TOD,code snippet injection
182,18,TOD,code snippet injection
163,13,TOD,code snippet injection
144,18,TOD,code snippet injection
807,13,TOD,code snippet injection
783,18,TOD,code snippet injection
763,13,TOD,code snippet injection
737,18,TOD,code snippet injection
719,13,TOD,code snippet injection
695,18,TOD,code snippet injection
673,18,TOD,code snippet injection
644,13,TOD,code snippet injection
619,18,TOD,code snippet injection
601,13,TOD,code snippet injection
579,18,TOD,code snippet injection
552,13,TOD,code snippet injection
529,18,TOD,code snippet injection
512,13,TOD,code snippet injection
485,18,TOD,code snippet injection
457,13,TOD,code snippet injection
440,13,TOD,code snippet injection
417,18,TOD,code snippet injection
400,13,TOD,code snippet injection
240,18,TOD,code snippet injection
209,13,TOD,code snippet injection
125,18,TOD,code snippet injection
111,13,TOD,code snippet injection
92,18,TOD,code snippet injection
78,13,TOD,code snippet injection
59,18,TOD,code snippet injection
45,13,TOD,code snippet injection
368,18,TOD,code snippet injection
348,18,TOD,code snippet injection
333,13,TOD,code snippet injection
314,18,TOD,code snippet injection
300,13,TOD,code snippet injection
281,18,TOD,code snippet injection
266,13,TOD,code snippet injection
